date,temperature_2m,precipitation,humidity_2m
2023-01-29,23.53,0.03,60.02
2023-01-30,24.08,0.23,63.08
2023-01-31,23.82,0.24,60.28
2023-02-01,24.93,1.22,57.93
2023-02-02,25.23,0.89,58.15
2023-02-03,25.1,0.79,59.3
2023-02-04,24.02,0.27,62.47
2023-02-05,24.65,0.37,63.05
2023-02-06,25.99,0.16,55.25
2023-02-07,25.58,0.36,55.9
2023-02-08,25.35,1.31,59.36
2023-02-09,24.78,1.09,63.14
2023-02-10,24.8,2.6,64.16
2023-02-11,25.0,0.85,64.55
2023-02-12,25.21,0.36,59.54
2023-02-13,25.27,0.01,49.27
2023-02-14,24.76,0.04,56.58
2023-02-15,25.72,0.23,59.15
2023-02-16,26.18,0.02,55.81
2023-02-17,26.66,0.34,56.01
2023-02-18,26.08,0.03,53.55
2023-02-19,26.12,0.01,54.34
2023-02-20,26.31,0.03,53.4
2023-02-21,26.32,1.46,56.38
2023-02-22,24.61,7.92,70.59
2023-02-23,24.59,2.69,67.27
2023-02-24,23.33,4.61,74.63
2023-02-25,24.7,3.16,67.25
2023-02-26,24.39,3.37,70.36
2023-02-27,22.71,2.26,80.67
2023-02-28,22.89,1.66,76.36
2023-03-01,22.46,1.21,77.95
2023-03-02,22.6,0.63,78.34
2023-03-03,22.71,4.24,77.1
2023-03-04,23.6,0.11,72.04
2023-03-05,25.23,0.27,65.01
2023-03-06,25.73,0.0,58.44
2023-03-07,26.26,0.0,57.4
2023-03-08,26.44,0.03,60.63
2023-03-09,24.89,1.11,67.51
2023-03-10,24.14,1.25,70.23
2023-03-11,22.34,2.1,76.45
2023-03-12,20.8,8.43,81.59
2023-03-13,22.25,5.99,79.33
2023-03-14,22.57,6.28,77.27
2023-03-15,21.41,6.82,81.85
2023-03-16,22.31,5.04,76.34
2023-03-17,22.04,13.45,79.48
2023-03-18,21.32,15.36,83.81
2023-03-19,22.8,1.21,75.93
2023-03-20,21.53,20.01,82.88
2023-03-21,20.71,2.67,81.66
2023-03-22,21.85,1.66,77.21
2023-03-23,20.99,75.73,87.83
2023-03-24,21.8,7.68,79.61
2023-03-25,21.52,7.03,82.12
2023-03-26,20.38,20.51,88.65
2023-03-27,22.83,1.68,76.58
2023-03-28,21.19,14.58,89.05
2023-03-29,21.58,2.16,84.96
2023-03-30,22.31,3.49,79.7
2023-03-31,21.3,29.0,88.39
2023-04-01,20.53,20.94,84.21
2023-04-02,21.54,1.1,79.72
2023-04-03,21.99,2.58,80.47
2023-04-04,21.76,2.64,83.13
2023-04-05,21.79,6.25,82.07
2023-04-06,22.13,0.87,81.7
2023-04-07,22.65,0.48,81.18
2023-04-08,22.8,3.35,81.56
2023-04-09,22.01,7.1,83.81
2023-04-10,23.1,4.81,77.53
2023-04-11,22.92,1.91,80.1
2023-04-12,21.78,1.39,86.14
2023-04-13,21.39,1.32,86.6
2023-04-14,22.02,6.59,84.24
2023-04-15,22.79,0.78,80.5
2023-04-16,22.25,6.62,83.57
2023-04-17,22.28,38.85,85.17
2023-04-18,21.06,27.91,88.76
2023-04-19,21.3,3.82,86.09
2023-04-20,22.87,2.5,81.95
2023-04-21,22.15,8.07,87.11
2023-04-22,21.82,42.79,90.91
2023-04-23,20.69,6.55,89.41
2023-04-24,21.15,1.83,83.67
2023-04-25,21.61,2.23,84.01
2023-04-26,21.04,0.46,89.39
2023-04-27,21.21,5.59,86.46
2023-04-28,20.52,7.95,89.01
2023-04-29,20.39,7.28,85.92
2023-04-30,19.95,4.35,91.26
2023-05-01,20.7,6.22,84.81
2023-05-02,21.53,5.82,81.15
2023-05-03,20.59,2.63,88.64
2023-05-04,21.3,6.96,86.09
2023-05-05,21.76,1.74,83.16
2023-05-06,21.3,0.86,83.89
2023-05-07,21.54,3.2,86.14
2023-05-08,22.69,0.98,79.95
2023-05-09,22.17,4.08,85.21
2023-05-10,20.66,9.58,91.11
2023-05-11,21.79,1.16,84.76
2023-05-12,22.08,4.7,86.77
2023-05-13,21.86,1.62,83.75
2023-05-14,22.83,0.34,80.67
2023-05-15,22.91,0.15,81.16
2023-05-16,23.32,1.43,80.24
2023-05-17,22.34,3.45,83.02
2023-05-18,22.78,3.46,81.81
2023-05-19,22.92,3.61,82.74
2023-05-20,22.74,2.16,81.74
2023-05-21,23.0,1.83,77.36
2023-05-22,22.85,1.6,76.56
2023-05-23,22.48,1.48,80.2
2023-05-24,22.8,3.7,80.51
2023-05-25,22.25,3.63,81.08
2023-05-26,23.12,0.96,77.54
2023-05-27,22.73,0.9,77.93
2023-05-28,22.15,0.61,79.49
2023-05-29,21.73,0.21,73.65
2023-05-30,21.87,0.83,79.86
2023-05-31,21.97,3.43,80.72
2023-06-01,21.84,1.32,79.88
2023-06-02,21.83,6.21,82.1
2023-06-03,22.25,3.43,80.85
2023-06-04,22.41,1.6,80.2
2023-06-05,20.89,60.84,86.79
2023-06-06,21.81,5.58,82.26
2023-06-07,21.86,7.83,78.89
2023-06-08,21.3,3.69,75.16
2023-06-09,21.84,12.13,78.01
2023-06-10,22.18,1.48,79.8
2023-06-11,22.27,1.01,79.99
2023-06-12,21.65,2.2,79.57
2023-06-13,21.61,3.66,81.63
2023-06-14,21.55,5.49,82.4
2023-06-15,22.03,2.41,77.3
2023-06-16,22.38,0.55,75.21
2023-06-17,22.39,1.27,78.46
2023-06-18,22.27,4.42,79.15
2023-06-19,22.26,3.21,79.31
2023-06-20,22.15,1.21,78.52
2023-06-21,22.14,1.44,77.46
2023-06-22,21.71,6.97,82.27
2023-06-23,20.13,6.51,90.5
2023-06-24,20.89,4.18,83.96
2023-06-25,20.8,1.45,79.39
2023-06-26,20.98,0.41,78.3
2023-06-27,21.64,0.92,77.7
2023-06-28,22.35,0.19,76.1
2023-06-29,22.87,0.58,74.43
2023-06-30,21.67,13.17,82.79
2023-07-01,20.92,4.17,82.76
2023-07-02,20.43,1.84,82.6
2023-07-03,20.57,2.03,80.05
2023-07-04,20.81,1.9,78.74
2023-07-05,21.23,0.24,74.1
2023-07-06,21.2,0.38,74.05
2023-07-07,20.88,1.62,78.05
2023-07-08,20.46,1.23,78.16
2023-07-09,21.36,0.4,74.47
2023-07-10,21.74,0.21,74.36
2023-07-11,22.3,0.49,70.52
2023-07-12,22.52,2.3,72.1
2023-07-13,21.81,2.37,74.44
2023-07-14,21.42,1.78,78.72
2023-07-15,21.28,0.18,75.36
2023-07-16,21.46,0.39,72.77
2023-07-17,21.19,0.07,70.48
2023-07-18,21.53,0.07,72.11
2023-07-19,21.71,0.05,71.69
2023-07-20,22.04,0.0,68.91
2023-07-21,21.52,0.0,67.65
2023-07-22,21.6,0.01,71.27
2023-07-23,22.69,0.16,68.84
2023-07-24,22.53,0.65,73.26
2023-07-25,22.69,0.2,70.92
2023-07-26,22.05,0.08,68.73
2023-07-27,21.57,0.07,69.23
2023-07-28,21.96,0.8,72.91
2023-07-29,22.36,0.67,74.89
2023-07-30,22.62,0.79,72.83
2023-07-31,23.65,0.83,65.52
2023-08-01,21.87,1.49,73.6
2023-08-02,21.94,2.45,74.37
2023-08-03,21.9,2.5,73.85
2023-08-04,20.76,1.86,77.75
2023-08-05,21.76,0.38,74.27
2023-08-06,22.19,0.63,73.12
2023-08-07,22.31,0.78,72.67
2023-08-08,22.48,1.23,71.16
2023-08-09,22.9,0.24,67.7
2023-08-10,22.8,0.19,70.78
2023-08-11,22.72,1.69,71.71
2023-08-12,22.97,0.59,69.74
2023-08-13,23.73,0.82,68.44
2023-08-14,23.97,0.7,67.93
2023-08-15,23.7,0.53,68.18
2023-08-16,23.61,0.32,68.13
2023-08-17,23.62,1.3,69.66
2023-08-18,23.59,3.36,68.75
2023-08-19,24.33,0.45,65.94
2023-08-20,23.93,0.15,66.71
2023-08-21,24.66,0.44,62.72
2023-08-22,24.31,0.18,64.96
2023-08-23,24.73,0.67,61.85
2023-08-24,24.66,3.3,63.42
2023-08-25,24.7,2.13,64.75
2023-08-26,24.44,5.33,67.69
2023-08-27,23.13,2.18,71.91
2023-08-28,23.45,1.54,67.57
2023-08-29,22.55,5.65,70.54
2023-08-30,22.09,1.49,71.76
2023-08-31,22.5,5.99,72.52
2023-09-01,23.53,0.27,67.39
2023-09-02,24.16,0.62,67.07
2023-09-03,23.91,1.42,69.15
2023-09-04,23.95,1.05,70.41
2023-09-05,24.05,3.4,70.68
2023-09-06,21.64,2.27,77.75
2023-09-07,22.5,3.24,73.0
2023-09-08,23.97,0.63,69.11
2023-09-09,24.85,1.09,65.94
2023-09-10,22.64,5.25,80.36
2023-09-11,20.44,33.58,86.91
2023-09-12,21.98,1.21,78.16
2023-09-13,22.92,2.42,74.7
2023-09-14,23.08,23.96,77.5
2023-09-15,22.9,4.29,77.19
2023-09-16,22.14,1.48,82.74
2023-09-17,22.7,5.67,78.42
2023-09-18,21.54,38.81,84.49
2023-09-19,22.32,11.63,77.42
2023-09-20,22.81,58.99,76.89
2023-09-21,21.89,3.13,80.57
2023-09-22,21.97,8.74,81.67
2023-09-23,22.47,1.87,79.86
2023-09-24,22.77,7.41,78.68
2023-09-25,21.36,29.04,83.67
2023-09-26,21.85,1.04,77.71
2023-09-27,21.69,1.57,76.1
2023-09-28,20.86,5.62,83.57
2023-09-29,22.49,1.25,75.99
2023-09-30,23.12,0.52,74.62
2023-10-01,23.84,2.0,72.96
2023-10-02,22.83,3.23,79.68
2023-10-03,23.15,1.64,74.66
2023-10-04,23.75,1.34,71.88
2023-10-05,23.2,9.66,78.1
2023-10-06,23.91,18.02,72.64
2023-10-07,23.61,2.59,75.21
2023-10-08,22.65,3.94,81.84
2023-10-09,23.17,4.05,79.99
2023-10-10,23.96,2.85,75.67
2023-10-11,21.48,73.8,86.87
2023-10-12,23.13,6.53,77.63
2023-10-13,23.7,1.08,75.48
2023-10-14,23.88,1.72,76.83
2023-10-15,22.78,2.95,83.24
2023-10-16,20.71,13.36,92.57
2023-10-17,20.95,0.54,87.28
2023-10-18,20.62,2.95,92.14
2023-10-19,21.81,18.47,84.73
2023-10-20,20.02,36.39,92.43
2023-10-21,21.16,2.63,86.0
2023-10-22,21.05,1.88,84.48
2023-10-23,23.02,0.64,78.39
2023-10-24,23.62,0.1,76.32
2023-10-25,22.18,0.56,82.76
2023-10-26,21.55,5.7,86.34
2023-10-27,21.68,5.37,85.67
2023-10-28,21.68,2.15,83.4
2023-10-29,21.22,3.21,84.79
2023-10-30,21.46,6.86,82.83
2023-10-31,22.14,5.65,81.65
2023-11-01,21.66,3.92,85.87
2023-11-02,20.98,8.98,89.36
2023-11-03,21.09,6.67,87.84
2023-11-04,21.0,8.36,86.95
2023-11-05,22.27,5.65,77.34
2023-11-06,21.3,8.1,82.36
2023-11-07,20.41,13.55,83.05
2023-11-08,21.02,1.69,84.39
2023-11-09,21.29,2.3,85.04
2023-11-10,21.98,5.09,81.95
2023-11-11,21.99,1.7,81.85
2023-11-12,23.13,6.75,78.0
2023-11-13,21.69,19.79,85.0
2023-11-14,22.88,4.31,80.83
2023-11-15,21.31,16.56,87.63
2023-11-16,21.07,9.18,88.68
2023-11-17,22.32,9.73,85.7
2023-11-18,23.27,10.34,81.31
2023-11-19,23.81,6.01,78.72
2023-11-20,23.13,13.65,82.93
2023-11-21,21.06,18.78,91.99
2023-11-22,21.04,16.26,89.17
2023-11-23,22.81,2.28,78.68
2023-11-24,22.3,9.63,81.3
2023-11-25,22.08,33.94,79.68
2023-11-26,21.9,28.83,83.11
2023-11-27,22.24,26.28,82.36
2023-11-28,22.33,0.19,77.71
2023-11-29,21.68,0.88,81.33
2023-11-30,22.77,1.1,73.23
2023-12-01,22.47,0.21,69.71
2023-12-02,22.76,1.96,69.55
2023-12-03,22.18,4.38,79.92
2023-12-04,21.26,12.55,86.67
2023-12-05,21.59,0.71,80.51
2023-12-06,22.11,0.67,79.06
2023-12-07,22.91,0.25,75.99
2023-12-08,22.23,0.91,80.71
2023-12-09,22.65,0.86,79.98
2023-12-10,20.7,47.87,90.85
2023-12-11,20.75,6.3,85.76
2023-12-12,22.87,0.5,76.3
2023-12-13,22.16,1.37,83.01
2023-12-14,20.32,2.64,86.16
2023-12-15,21.58,1.52,82.63
2023-12-16,22.04,5.66,84.67
2023-12-17,23.03,0.37,76.85
2023-12-18,23.29,0.07,75.02
2023-12-19,23.87,0.01,70.83
2023-12-20,23.14,0.1,71.67
2023-12-21,23.48,0.09,72.78
2023-12-22,23.64,0.06,71.86
2023-12-23,23.82,0.12,73.77
2023-12-24,23.47,3.54,76.34
2023-12-25,23.3,2.62,77.81
2023-12-26,23.84,1.71,77.62
2023-12-27,21.14,5.39,84.62
2023-12-28,22.69,0.44,75.38
2023-12-29,23.34,0.43,75.94
2023-12-30,22.17,1.89,84.33
2023-12-31,21.04,3.74,89.04
2024-01-01,21.17,8.96,85.4
2024-01-02,21.32,13.64,85.46
2024-01-03,21.24,2.43,82.15
2024-01-04,21.66,1.88,78.62
2024-01-05,22.82,1.17,73.85
2024-01-06,22.27,0.72,74.03
2024-01-07,23.04,2.05,68.95
2024-01-08,22.72,1.27,75.34
2024-01-09,23.27,0.51,72.25
2024-01-10,23.03,0.39,72.05
2024-01-11,22.71,0.4,75.79
2024-01-12,21.63,1.86,82.48
2024-01-13,22.4,11.32,75.61
2024-01-14,21.91,2.67,79.23
2024-01-15,23.27,0.5,73.26
2024-01-16,22.12,0.33,76.49
2024-01-17,22.26,2.14,79.19
2024-01-18,20.95,1.35,80.25
2024-01-19,23.0,0.23,70.91
2024-01-20,23.35,0.01,67.99
2024-01-21,22.84,0.33,68.8
2024-01-22,22.56,4.51,75.96
2024-01-23,23.13,9.72,78.18
2024-01-24,23.1,3.24,78.65
2024-01-25,23.19,0.74,77.82
2024-01-26,24.03,1.14,72.75
2024-01-27,23.81,0.91,74.21
2024-01-28,24.19,0.12,70.98
2024-01-29,24.31,0.26,69.42
2024-01-30,23.6,0.93,72.17
2024-01-31,23.97,5.38,75.14
2024-02-01,23.48,0.81,76.83
2024-02-02,23.31,0.81,78.35
2024-02-03,22.83,0.96,76.85
2024-02-04,23.53,1.57,74.61
2024-02-05,23.94,5.56,76.09
2024-02-06,22.85,0.99,80.04
2024-02-07,23.09,0.05,75.86
2024-02-08,23.92,0.82,73.63
2024-02-09,24.35,0.23,71.93
2024-02-10,24.12,10.26,72.9
2024-02-11,24.7,1.12,70.25
2024-02-12,24.19,7.52,72.03
2024-02-13,24.6,6.5,71.55
2024-02-14,23.22,12.39,78.67
2024-02-15,22.56,3.28,80.16
2024-02-16,23.4,0.45,78.18
2024-02-17,24.3,0.85,75.52
2024-02-18,24.45,2.88,74.3
2024-02-19,23.86,2.34,76.86
2024-02-20,24.12,1.24,76.39
2024-02-21,25.03,0.33,71.3
2024-02-22,24.98,0.36,65.65
2024-02-23,24.82,0.09,70.86
2024-02-24,24.46,0.09,71.54
2024-02-25,24.76,1.43,70.12
2024-02-26,24.36,0.8,75.28
2024-02-27,22.48,2.37,83.78
2024-02-28,21.24,11.62,87.53
2024-02-29,22.1,6.92,82.38
2024-03-01,21.13,19.19,83.27
2024-03-02,21.75,24.15,80.49
2024-03-03,23.93,22.93,74.88
2024-03-04,23.44,11.39,80.78
2024-03-05,23.35,2.22,80.3
2024-03-06,22.55,2.67,84.61
2024-03-07,23.53,3.28,78.99
2024-03-08,24.06,1.19,76.31
2024-03-09,24.36,1.7,76.75
2024-03-10,23.46,5.67,81.92
2024-03-11,24.78,1.17,73.87
2024-03-12,24.01,0.03,67.34
2024-03-13,24.21,0.01,72.18
2024-03-14,25.45,0.01,69.3
2024-03-15,24.91,0.01,69.49
2024-03-16,24.28,0.01,70.02
2024-03-17,24.46,0.05,69.57
2024-03-18,24.99,0.12,71.21
2024-03-19,25.87,0.23,69.3
2024-03-20,25.52,0.15,71.95
2024-03-21,25.08,1.19,71.62
2024-03-22,25.37,0.12,70.92
2024-03-23,24.61,0.2,76.08
2024-03-24,22.51,1.7,88.39
2024-03-25,22.53,1.45,85.81
2024-03-26,22.42,2.23,83.06
2024-03-27,22.95,1.76,80.28
2024-03-28,23.73,14.08,77.87
2024-03-29,23.79,1.93,77.38
2024-03-30,24.01,5.42,80.65
2024-03-31,22.9,22.1,82.11
2024-04-01,21.74,1.12,85.95
2024-04-02,21.9,10.08,84.75
2024-04-03,20.27,10.2,91.12
2024-04-04,21.31,2.79,82.37
2024-04-05,22.63,2.7,81.72
2024-04-06,22.97,9.51,85.96
2024-04-07,22.81,6.4,86.96
2024-04-08,21.75,6.14,88.49
2024-04-09,23.47,13.01,74.57
2024-04-10,23.21,0.9,79.82
2024-04-11,22.68,2.83,83.28
2024-04-12,23.5,14.79,83.77
2024-04-13,22.4,29.92,86.72
2024-04-14,21.63,7.81,89.67
2024-04-15,22.3,8.64,87.52
2024-04-16,23.18,8.35,83.16
2024-04-17,23.04,0.49,81.72
2024-04-18,23.33,11.1,83.73
2024-04-19,22.4,13.42,86.59
2024-04-20,21.89,1.08,87.7
2024-04-21,22.19,2.8,85.79
2024-04-22,23.14,0.19,78.61
2024-04-23,23.68,0.97,82.19
2024-04-24,22.34,2.02,87.76
2024-04-25,22.13,3.85,88.69
2024-04-26,21.14,2.63,89.02
2024-04-27,22.43,0.17,83.16
2024-04-28,22.7,1.32,83.06
2024-04-29,22.99,1.1,83.54
2024-04-30,23.27,0.7,81.09
2024-05-01,23.43,0.93,80.5
2024-05-02,23.31,1.66,81.89
2024-05-03,21.53,13.41,91.78
2024-05-04,20.97,4.34,89.26
2024-05-05,22.02,0.4,80.86
2024-05-06,23.04,0.63,78.38
2024-05-07,23.41,0.61,78.86
2024-05-08,23.33,3.32,82.45
2024-05-09,22.22,9.56,87.16
2024-05-10,22.39,6.14,84.08
2024-05-11,23.21,2.29,82.11
2024-05-12,23.41,0.53,81.39
2024-05-13,23.44,0.29,79.68
2024-05-14,23.4,0.49,77.39
2024-05-15,23.03,1.34,80.37
2024-05-16,21.78,2.0,85.69
2024-05-17,23.16,1.08,79.87
2024-05-18,22.41,0.99,85.86
2024-05-19,22.95,0.66,81.36
2024-05-20,22.21,10.56,85.05
2024-05-21,21.38,1.67,88.55
2024-05-22,22.1,0.74,82.28
2024-05-23,22.6,0.79,81.07
2024-05-24,22.67,0.74,79.05
2024-05-25,22.37,0.6,78.18
2024-05-26,22.92,0.51,77.94
2024-05-27,23.24,0.21,76.39
2024-05-28,23.41,0.27,77.8
2024-05-29,23.25,1.19,79.75
2024-05-30,23.02,2.87,81.24
2024-05-31,23.15,0.82,80.83
2024-06-01,23.22,0.51,79.74
2024-06-02,23.42,2.38,77.05
2024-06-03,23.41,0.03,77.01
2024-06-04,23.05,0.32,76.8
2024-06-05,22.1,17.18,85.71
2024-06-06,21.06,6.62,89.03
2024-06-07,21.34,0.48,85.24
2024-06-08,22.05,0.17,75.17
2024-06-09,21.53,0.23,74.34
2024-06-10,21.31,2.55,78.26
2024-06-11,20.8,3.63,80.7
2024-06-12,20.33,4.15,80.82
2024-06-13,21.26,2.16,77.43
2024-06-14,21.77,3.37,74.73
2024-06-15,22.83,0.49,71.78
2024-06-16,22.03,1.97,81.18
2024-06-17,20.9,9.1,83.38
2024-06-18,21.95,0.69,78.34
2024-06-19,21.68,0.14,77.37
2024-06-20,22.33,3.77,75.88
2024-06-21,22.26,1.27,75.31
2024-06-22,21.76,2.72,75.74
2024-06-23,21.99,1.79,73.95
2024-06-24,21.37,0.29,73.67
2024-06-25,20.54,0.01,71.77
2024-06-26,20.55,0.01,70.78
2024-06-27,21.01,0.1,74.43
2024-06-28,21.03,0.72,76.5
2024-06-29,21.47,0.44,75.18
2024-06-30,22.09,0.04,71.97
2024-07-01,22.19,0.03,71.14
2024-07-02,22.1,0.03,70.38
2024-07-03,22.21,0.01,69.61
2024-07-04,22.87,0.02,70.88
2024-07-05,23.03,0.48,74.45
2024-07-06,21.49,1.28,80.55
2024-07-07,21.12,20.34,82.81
2024-07-08,21.38,0.37,79.84
2024-07-09,22.23,1.89,77.17
2024-07-10,21.96,3.19,79.72
2024-07-11,21.28,1.24,79.9
2024-07-12,22.12,3.99,75.72
2024-07-13,22.38,0.17,72.59
2024-07-14,22.55,0.65,72.83
2024-07-15,22.66,0.0,67.99
2024-07-16,22.59,0.15,72.19
2024-07-17,22.27,0.86,77.05
2024-07-18,22.24,0.39,75.77
2024-07-19,23.18,0.23,69.93
2024-07-20,21.88,0.7,78.09
2024-07-21,22.21,1.31,78.7
2024-07-22,21.45,17.91,82.69
2024-07-23,21.34,1.83,80.59
2024-07-24,22.39,1.38,65.71
2024-07-25,22.66,0.19,67.74
2024-07-26,22.5,0.43,71.62
2024-07-27,22.55,0.72,72.4
2024-07-28,22.73,0.21,71.19
2024-07-29,22.14,9.51,77.92
2024-07-30,22.15,5.15,79.03
2024-07-31,21.66,4.58,79.67
2024-08-01,21.56,0.26,79.74
2024-08-02,22.01,1.66,75.87
2024-08-03,22.71,0.31,73.01
2024-08-04,23.16,1.74,69.52
2024-08-05,22.98,0.03,62.67
2024-08-06,22.19,0.26,68.22
2024-08-07,22.76,0.02,70.35
2024-08-08,23.29,0.5,68.92
2024-08-09,23.41,1.43,68.6
2024-08-10,23.78,1.82,69.27
2024-08-11,23.95,1.31,66.8
2024-08-12,23.38,2.2,70.03
2024-08-13,23.09,2.3,71.47
2024-08-14,23.69,1.5,71.16
2024-08-15,22.35,2.42,75.68
2024-08-16,22.7,6.61,72.13
2024-08-17,22.46,18.62,75.47
2024-08-18,21.96,2.19,77.69
2024-08-19,22.54,0.81,73.28
2024-08-20,22.3,0.51,70.99
2024-08-21,21.63,0.21,72.54
2024-08-22,20.99,0.99,79.01
2024-08-23,22.46,0.31,71.61
2024-08-24,22.92,1.11,68.16
2024-08-25,22.65,0.79,69.92
2024-08-26,23.16,3.32,71.64
2024-08-27,23.45,3.5,71.54
2024-08-28,23.56,0.76,70.11
2024-08-29,24.22,1.43,69.13
2024-08-30,24.6,0.83,65.78
2024-08-31,23.3,3.44,67.75
2024-09-01,21.72,2.2,75.7
2024-09-02,21.62,3.36,75.46
2024-09-03,22.49,0.73,72.92
2024-09-04,22.39,6.64,75.48
2024-09-05,22.97,2.19,74.07
2024-09-06,23.08,3.92,69.84
2024-09-07,23.57,1.42,68.03
2024-09-08,24.05,1.57,66.27
2024-09-09,24.59,4.4,66.34
2024-09-10,23.93,4.74,70.95
2024-09-11,24.35,2.3,67.94
2024-09-12,23.83,2.07,68.95
2024-09-13,24.95,0.41,60.77
2024-09-14,24.06,2.25,67.32
2024-09-15,24.18,0.72,62.07
2024-09-16,23.83,2.45,70.81
2024-09-17,23.34,4.83,76.74
2024-09-18,23.57,3.57,73.7
2024-09-19,24.06,4.26,74.03
2024-09-20,21.66,5.02,84.55
2024-09-21,23.12,7.47,73.33
2024-09-22,22.13,60.91,83.86
2024-09-23,21.59,12.48,83.44
2024-09-24,22.26,1.51,74.27
2024-09-25,22.73,0.91,74.08
2024-09-26,23.02,1.72,73.99
2024-09-27,23.61,1.22,71.09
2024-09-28,23.52,0.34,76.48
2024-09-29,22.23,0.88,80.9
2024-09-30,22.4,0.27,77.74
2024-10-01,23.01,2.38,78.24
2024-10-02,21.4,3.61,89.25
2024-10-03,22.58,9.83,77.7
2024-10-04,23.3,1.08,69.1
2024-10-05,22.81,1.41,73.46
2024-10-06,22.25,20.07,78.76
2024-10-07,22.28,5.27,79.64
2024-10-08,22.0,10.31,80.68
2024-10-09,21.54,6.2,82.11
2024-10-10,21.68,5.97,81.13
2024-10-11,21.65,5.14,82.61
2024-10-12,21.09,3.25,83.18
2024-10-13,22.49,1.15,73.97
2024-10-14,21.06,23.46,86.72
2024-10-15,22.9,6.85,77.63
2024-10-16,20.46,6.54,90.94
2024-10-17,22.11,2.39,82.58
2024-10-18,22.02,18.12,82.68
2024-10-19,22.58,2.85,78.92
2024-10-20,23.18,2.2,76.29
2024-10-21,22.46,9.2,82.33
2024-10-22,21.56,4.5,85.56
2024-10-23,22.65,1.44,78.92
2024-10-24,23.67,1.15,76.34
2024-10-25,23.47,1.67,77.43
2024-10-26,24.03,0.45,73.83
2024-10-27,21.45,14.5,87.66
2024-10-28,21.9,4.13,86.14
2024-10-29,22.87,1.19,79.62
2024-10-30,23.36,0.76,76.91
2024-10-31,23.71,0.16,74.65
2024-11-01,21.49,2.03,86.05
2024-11-02,20.88,2.56,87.69
2024-11-03,22.88,1.11,77.57
2024-11-04,21.35,2.86,85.23
2024-11-05,20.11,2.3,92.47
2024-11-06,21.24,1.38,87.8
2024-11-07,22.92,3.25,78.81
2024-11-08,22.65,17.65,80.11
2024-11-09,23.54,0.33,71.03
2024-11-10,23.16,1.21,74.7
2024-11-11,22.48,15.54,80.91
2024-11-12,22.51,0.43,80.53
2024-11-13,22.62,0.46,79.96
2024-11-14,21.71,2.06,86.26
2024-11-15,21.18,6.06,88.34
2024-11-16,20.57,7.55,89.76
2024-11-17,22.43,1.2,78.24
2024-11-18,22.35,1.28,77.84
2024-11-19,23.15,2.07,76.44
2024-11-20,22.49,6.82,84.06
2024-11-21,21.34,21.39,87.79
2024-11-22,22.67,7.46,79.2
2024-11-23,21.1,4.43,89.67
2024-11-24,20.58,53.16,89.82
2024-11-25,21.11,0.92,86.81
2024-11-26,22.1,2.8,81.65
2024-11-27,19.86,7.16,90.3
2024-11-28,19.78,2.07,86.4
2024-11-29,20.51,0.9,83.43
2024-11-30,21.25,0.14,82.46
2024-12-01,21.53,0.29,81.86
2024-12-02,22.55,0.4,75.11
2024-12-03,22.37,0.17,71.16
2024-12-04,22.15,0.16,69.59
2024-12-05,21.55,0.25,72.36
2024-12-06,23.02,16.49,68.74
2024-12-07,21.71,0.07,69.13
2024-12-08,21.27,0.01,70.3
2024-12-09,22.67,0.04,70.01
2024-12-10,23.23,0.41,70.85
2024-12-11,23.08,0.14,72.71
2024-12-12,23.53,0.35,70.25
2024-12-13,23.66,0.81,69.82
2024-12-14,23.84,0.38,70.33
2024-12-15,23.89,3.26,72.87
2024-12-16,22.93,10.58,78.24
2024-12-17,23.55,0.35,70.71
2024-12-18,24.28,0.4,66.59
2024-12-19,23.67,0.63,72.05
2024-12-20,22.56,12.01,76.42
2024-12-21,22.2,3.61,80.25
2024-12-22,21.58,19.84,85.66
2024-12-23,21.59,9.91,84.76
2024-12-24,21.97,1.34,83.5
2024-12-25,22.41,3.77,82.24
2024-12-26,21.88,4.39,83.77
2024-12-27,22.94,2.8,75.44
2024-12-28,22.96,1.96,72.59
2024-12-29,22.83,0.06,64.23
2024-12-30,22.86,0.32,63.13
2024-12-31,23.03,0.48,66.81
2025-01-01,23.23,0.41,69.0
2025-01-02,22.6,0.11,67.9
2025-01-03,23.42,0.08,64.91
2025-01-04,23.92,0.67,65.83
2025-01-05,23.81,0.07,65.53
2025-01-06,23.07,0.0,63.08
2025-01-07,24.39,0.05,61.11
2025-01-08,24.14,0.2,61.26
2025-01-09,24.41,0.48,64.13
2025-01-10,23.62,2.16,72.75
2025-01-11,21.29,19.36,84.52
2025-01-12,23.37,0.39,69.72
2025-01-13,23.97,0.41,67.22
2025-01-14,23.52,0.11,67.13
2025-01-15,22.6,0.0,65.73
2025-01-16,23.17,0.01,64.62
2025-01-17,23.47,0.0,62.76
2025-01-18,24.06,0.06,63.03
2025-01-19,24.75,0.06,62.4
2025-01-20,24.55,0.02,61.94
2025-01-21,24.9,0.25,61.61
2025-01-22,24.65,6.01,66.52
2025-01-23,24.0,7.85,68.8
2025-01-24,23.95,5.49,68.95
2025-01-25,22.94,14.73,70.96
2025-01-26,23.25,1.07,69.39
2025-01-27,23.96,0.16,64.74
2025-01-28,22.83,0.01,66.98
2025-01-29,23.21,0.36,68.52
2025-01-30,23.2,0.14,68.46
2025-01-31,23.98,0.5,67.86
2025-02-01,24.11,0.45,67.35
